Wavelength (nm),Sum(calc),Na I (9.9e-6),Na II (2.1e-4),Na III (7.5e-23),Mg I (3.2e-4),Mg II (2.7e-3),Mg III (1.6e-6),Al I (1.9e-4),Al II (1.3e-3),Al III (3.7e-8),Si I (8.6e-4),Si II (1.6e-3),Si III (7.6e-8),K I (3.5e-6),K II (1.1e-4),K III (3.2e-15),Ca I (1.9e-2),Ca II (4.7e-1),Ca III (6.5e-3),Mn I (2.4e-5),Mn II (1.9e-4),Fe I (6.8e-5),Fe II (3.7e-4),Fe III (5.0e-8),Cu I (4.4e-7),Cu II (1.1e-6),Zn I (1.8e-6),Zn II (2.8e-6),Mo I (0.0e+0),Pb I (0.0e+0),Pb II (0.0e+0)
739.81,2.511e-6,4.907e-16,,,1.063e-15,7.469e-17,,2.041e-16,3.668e-20,1.397e-29,1.011e-16,3.811e-19,1.308e-16,9.957e-16,,,,1.151e-13,1.169e-31,,3.900e-19,5.577e-17,2.634e-19,1.335e-29,,2.511e-6,,2.963e-20,0,,
739.84,2.589e-6,4.908e-16,,,1.063e-15,7.471e-17,,2.040e-16,3.672e-20,1.397e-29,1.011e-16,3.815e-19,1.580e-16,9.964e-16,,,,1.151e-13,1.169e-31,,3.899e-19,5.581e-17,2.635e-19,1.334e-29,,2.589e-6,,2.963e-20,0,,
739.86,2.634e-6,4.909e-16,,,1.063e-15,7.472e-17,,2.040e-16,3.675e-20,1.397e-29,1.010e-16,3.817e-19,1.787e-16,9.968e-16,,,,1.151e-13,1.169e-31,,3.898e-19,5.583e-17,2.636e-19,1.334e-29,,2.634e-6,,2.964e-20,0,,
739.89,2.691e-6,4.910e-16,,,1.062e-15,7.474e-17,,2.040e-16,3.679e-20,1.396e-29,1.010e-16,3.821e-19,2.139e-16,9.975e-16,,,,1.152e-13,1.169e-31,,3.897e-19,5.587e-17,2.637e-19,1.334e-29,,2.691e-6,,2.964e-20,0,,
739.91,2.721e-6,4.911e-16,,,1.062e-15,7.476e-17,,2.039e-16,3.681e-20,1.396e-29,1.010e-16,3.824e-19,2.404e-16,9.980e-16,,,,1.152e-13,1.169e-31,,3.896e-19,5.589e-17,2.638e-19,1.334e-29,,2.721e-6,,2.965e-20,0,,
739.94,2.754e-6,4.912e-16,,,1.062e-15,7.478e-17,,2.039e-16,3.685e-20,1.396e-29,1.010e-16,3.828e-19,2.851e-16,9.986e-16,,,,1.152e-13,1.169e-31,,3.895e-19,5.593e-17,2.639e-19,1.333e-29,,2.754e-6,,2.965e-20,0,,
739.96,2.767e-6,4.912e-16,,,1.062e-15,7.479e-17,,2.039e-16,3.688e-20,1.396e-29,1.009e-16,3.831e-19,3.185e-16,9.991e-16,,,,1.152e-13,1.169e-31,,3.894e-19,5.595e-17,2.640e-19,1.333e-29,,2.767e-6,,2.965e-20,0,,
739.99,2.775e-6,4.913e-16,,,1.061e-15,7.481e-17,,2.038e-16,3.692e-20,1.395e-29,1.009e-16,3.835e-19,3.743e-16,9.998e-16,,,,1.152e-13,1.168e-31,,3.892e-19,5.599e-17,2.641e-19,1.333e-29,,2.775e-6,,2.966e-20,0,,
740.01,2.771e-6,4.914e-16,,,1.061e-15,7.482e-17,,2.038e-16,3.695e-20,1.395e-29,1.009e-16,3.837e-19,4.155e-16,1.000e-15,,,,1.152e-13,1.168e-31,,3.892e-19,5.601e-17,2.642e-19,1.333e-29,,2.771e-6,,2.966e-20,0,,
740.04,2.754e-6,4.915e-16,,,1.061e-15,7.484e-17,,2.038e-16,3.699e-20,1.395e-29,1.009e-16,3.841e-19,4.838e-16,1.001e-15,,,,1.152e-13,1.168e-31,,3.890e-19,5.605e-17,2.643e-19,1.332e-29,,2.754e-6,,2.967e-20,0,,
740.06,2.733e-6,4.916e-16,,,1.061e-15,7.485e-17,,2.038e-16,3.702e-20,1.395e-29,1.008e-16,3.844e-19,5.338e-16,1.001e-15,,,,1.152e-13,1.168e-31,,3.889e-19,5.607e-17,2.644e-19,1.332e-29,,2.733e-6,,2.967e-20,0,,
740.08,2.706e-6,4.916e-16,,,1.061e-15,7.487e-17,,2.037e-16,3.704e-20,1.394e-29,1.008e-16,3.847e-19,5.876e-16,1.002e-15,,,,1.152e-13,1.168e-31,,3.889e-19,5.609e-17,2.645e-19,1.332e-29,,2.706e-6,,2.967e-20,0,,
740.11,2.654e-6,4.917e-16,,,1.060e-15,7.489e-17,,2.037e-16,3.708e-20,1.394e-29,1.008e-16,3.851e-19,6.754e-16,1.003e-15,,,,1.153e-13,1.168e-31,,3.887e-19,5.613e-17,2.646e-19,1.332e-29,,2.654e-6,,2.968e-20,0,,
740.13,2.612e-6,4.918e-16,,,1.060e-15,7.490e-17,,2.037e-16,3.711e-20,1.394e-29,1.008e-16,3.854e-19,7.388e-16,1.003e-15,,,,1.153e-13,1.168e-31,,3.886e-19,5.615e-17,2.647e-19,1.332e-29,,2.612e-6,,2.968e-20,0,,
740.16,2.538e-6,4.919e-16,,,1.060e-15,7.492e-17,,2.036e-16,3.715e-20,1.394e-29,1.007e-16,3.858e-19,8.414e-16,1.004e-15,,,,1.153e-13,1.168e-31,,3.885e-19,5.619e-17,2.648e-19,1.331e-29,,2.538e-6,,2.969e-20,0,,
740.18,2.483e-6,4.920e-16,,,1.060e-15,7.493e-17,,2.036e-16,3.718e-20,1.393e-29,1.007e-16,3.860e-19,9.148e-16,1.004e-15,,,,1.153e-13,1.168e-31,,3.884e-19,5.621e-17,2.649e-19,1.331e-29,,2.483e-6,,2.969e-20,0,,
740.21,2.390e-6,4.921e-16,,,1.059e-15,7.495e-17,,2.036e-16,3.722e-20,1.393e-29,1.007e-16,3.864e-19,1.032e-15,1.005e-15,,,,1.153e-13,1.168e-31,,3.883e-19,5.625e-17,2.650e-19,1.331e-29,,2.390e-6,,2.969e-20,0,,
740.23,2.324e-6,4.922e-16,,,1.059e-15,7.496e-17,,2.036e-16,3.724e-20,1.393e-29,1.007e-16,3.867e-19,1.115e-15,1.005e-15,,,,1.153e-13,1.168e-31,,3.882e-19,5.627e-17,2.651e-19,1.331e-29,,2.324e-6,,2.970e-20,0,,
740.26,2.217e-6,4.923e-16,,,1.059e-15,7.498e-17,,2.035e-16,3.729e-20,1.393e-29,1.006e-16,3.871e-19,1.247e-15,1.006e-15,,,,1.153e-13,1.168e-31,,3.881e-19,5.630e-17,2.652e-19,1.330e-29,,2.217e-6,,2.970e-20,0,,
740.28,2.141e-6,4.923e-16,,,1.059e-15,7.500e-17,,2.035e-16,3.731e-20,1.392e-29,1.006e-16,3.874e-19,1.339e-15,1.006e-15,,,,1.153e-13,1.167e-31,,3.880e-19,5.633e-17,2.653e-19,1.330e-29,,2.141e-6,,2.971e-20,0,,
740.31,2.024e-6,4.924e-16,,,1.058e-15,7.502e-17,,2.035e-16,3.735e-20,1.392e-29,1.006e-16,3.878e-19,1.484e-15,1.007e-15,,,,1.154e-13,1.167e-31,,3.879e-19,5.636e-17,2.654e-19,1.330e-29,,2.024e-6,,2.971e-20,0,,
740.33,1.943e-6,4.925e-16,,,1.058e-15,7.503e-17,,2.034e-16,3.738e-20,1.392e-29,1.006e-16,3.880e-19,1.584e-15,1.008e-15,,,,1.154e-13,1.167e-31,,3.878e-19,5.639e-17,2.655e-19,1.330e-29,,1.943e-6,,2.971e-20,0,,
740.35,1.861e-6,4.926e-16,,,1.058e-15,7.504e-17,,2.034e-16,3.741e-20,1.392e-29,1.005e-16,3.883e-19,1.686e-15,1.008e-15,,,,1.154e-13,1.167e-31,,3.877e-19,5.641e-17,2.655e-19,1.329e-29,,1.861e-6,,2.972e-20,0,,
740.38,1.737e-6,4.927e-16,,,1.058e-15,7.506e-17,,2.034e-16,3.745e-20,1.391e-29,1.005e-16,3.887e-19,1.844e-15,1.009e-15,,,,1.154e-13,1.167e-31,,3.876e-19,5.645e-17,2.657e-19,1.329e-29,,1.737e-6,,2.972e-20,0,,
740.4,1.653e-6,4.927e-16,,,1.057e-15,7.507e-17,,2.033e-16,3.747e-20,1.391e-29,1.005e-16,3.890e-19,1.951e-15,1.009e-15,,,,1.154e-13,1.167e-31,,3.875e-19,5.647e-17,2.657e-19,1.329e-29,,1.653e-6,,2.972e-20,0,,
740.43,1.528e-6,4.928e-16,,,1.057e-15,7.509e-17,,2.033e-16,3.751e-20,1.391e-29,1.005e-16,3.894e-19,2.114e-15,1.010e-15,,,,1.154e-13,1.167e-31,,3.874e-19,5.650e-17,2.659e-19,1.329e-29,,1.528e-6,,2.973e-20,0,,
740.45,1.446e-6,4.929e-16,,,1.057e-15,7.511e-17,,2.033e-16,3.754e-20,1.391e-29,1.004e-16,3.896e-19,2.224e-15,1.010e-15,,,,1.154e-13,1.167e-31,,3.873e-19,5.653e-17,2.660e-19,1.328e-29,,1.446e-6,,2.973e-20,0,,
740.48,1.324e-6,4.930e-16,,,1.057e-15,7.513e-17,,2.032e-16,3.758e-20,1.390e-29,1.004e-16,3.900e-19,2.387e-15,1.011e-15,,,,1.154e-13,1.167e-31,,3.871e-19,5.656e-17,2.661e-19,1.328e-29,,1.324e-6,,2.974e-20,0,,
740.5,1.245e-6,4.931e-16,,,1.056e-15,7.514e-17,,2.032e-16,3.761e-20,1.390e-29,1.004e-16,3.903e-19,2.495e-15,1.011e-15,,,,1.154e-13,1.167e-31,,3.871e-19,5.659e-17,2.662e-19,1.328e-29,,1.245e-6,,2.974e-20,0,,
740.53,1.130e-6,4.932e-16,,,1.056e-15,7.516e-17,,2.032e-16,3.765e-20,1.390e-29,1.004e-16,3.907e-19,2.654e-15,1.012e-15,,,,1.155e-13,1.167e-31,,3.869e-19,5.662e-17,2.663e-19,1.328e-29,,1.130e-6,,2.974e-20,0,,
740.55,1.056e-6,4.933e-16,,,1.056e-15,7.517e-17,,2.032e-16,3.768e-20,1.390e-29,1.003e-16,3.910e-19,2.758e-15,1.013e-15,,,,1.155e-13,1.166e-31,,3.868e-19,5.665e-17,2.664e-19,1.327e-29,,1.056e-6,,2.975e-20,0,,
740.58,9.492e-7,4.934e-16,,,1.056e-15,7.519e-17,,2.031e-16,3.772e-20,1.389e-29,1.003e-16,3.914e-19,2.906e-15,1.013e-15,,,,1.155e-13,1.166e-31,,3.867e-19,5.668e-17,2.665e-19,1.327e-29,,9.492e-7,,2.975e-20,0,,
740.6,8.816e-7,4.934e-16,,,1.055e-15,7.520e-17,,2.031e-16,3.774e-20,1.389e-29,1.003e-16,3.916e-19,3.001e-15,1.014e-15,,,,1.155e-13,1.166e-31,,3.866e-19,5.670e-17,2.666e-19,1.327e-29,,8.816e-7,,2.976e-20,0,,
740.62,8.167e-7,4.935e-16,,,1.055e-15,7.522e-17,,2.031e-16,3.777e-20,1.389e-29,1.003e-16,3.919e-19,3.091e-15,1.014e-15,,,,1.155e-13,1.166e-31,,3.865e-19,5.673e-17,2.666e-19,1.327e-29,,8.167e-7,,2.976e-20,0,,
740.65,7.249e-7,4.936e-16,,,1.055e-15,7.524e-17,,2.030e-16,3.781e-20,1.389e-29,1.002e-16,3.923e-19,3.216e-15,1.015e-15,,,,1.155e-13,1.166e-31,,3.864e-19,5.676e-17,2.668e-19,1.327e-29,,7.249e-7,,2.976e-20,0,,
740.67,6.674e-7,4.937e-16,,,1.055e-15,7.525e-17,,2.030e-16,3.784e-20,1.388e-29,1.002e-16,3.926e-19,3.292e-15,1.015e-15,,,,1.155e-13,1.166e-31,,3.863e-19,5.679e-17,2.668e-19,1.326e-29,,6.674e-7,,2.977e-20,0,,
740.7,5.869e-7,4.938e-16,,,1.054e-15,7.527e-17,,2.030e-16,3.788e-20,1.388e-29,1.002e-16,3.930e-19,3.394e-15,1.016e-15,,,,1.155e-13,1.166e-31,,3.862e-19,5.682e-17,2.670e-19,1.326e-29,,5.869e-7,,2.977e-20,0,,
740.72,5.371e-7,4.938e-16,,,1.054e-15,7.528e-17,,2.030e-16,3.790e-20,1.388e-29,1.002e-16,3.932e-19,3.453e-15,1.016e-15,,,,1.156e-13,1.166e-31,,3.861e-19,5.685e-17,2.670e-19,1.326e-29,,5.371e-7,,2.978e-20,0,,
740.75,4.680e-7,4.939e-16,,,1.054e-15,7.530e-17,,2.029e-16,3.794e-20,1.388e-29,1.001e-16,3.936e-19,3.527e-15,1.017e-15,,,,1.156e-13,1.166e-31,,3.860e-19,5.688e-17,2.672e-19,1.326e-29,,4.680e-7,,2.978e-20,0,,
740.77,4.256e-7,4.940e-16,,,1.054e-15,7.531e-17,,2.029e-16,3.797e-20,1.387e-29,1.001e-16,3.939e-19,3.566e-15,1.018e-15,,,,1.156e-13,1.166e-31,,3.859e-19,5.690e-17,2.672e-19,1.325e-29,,4.256e-7,,2.978e-20,0,,
740.8,3.674e-7,4.941e-16,,,1.053e-15,7.533e-17,,2.029e-16,3.801e-20,1.387e-29,1.001e-16,3.943e-19,3.609e-15,1.018e-15,,,,1.156e-13,1.166e-31,,3.858e-19,5.694e-17,2.674e-19,1.325e-29,,3.674e-7,,2.979e-20,0,,
740.82,3.321e-7,4.942e-16,,,1.053e-15,7.535e-17,,2.028e-16,3.804e-20,1.387e-29,1.001e-16,3.946e-19,3.627e-15,1.019e-15,,,,1.156e-13,1.166e-31,,3.857e-19,5.696e-17,2.674e-19,1.325e-29,,3.321e-7,,2.979e-20,0,,
740.85,2.841e-7,4.943e-16,,,1.053e-15,7.537e-17,,2.028e-16,3.808e-20,1.387e-29,1.000e-16,3.950e-19,3.637e-15,1.019e-15,,,,1.156e-13,1.165e-31,,3.855e-19,5.700e-17,2.676e-19,1.325e-29,,2.841e-7,,2.980e-20,0,,
740.87,2.552e-7,4.944e-16,,,1.053e-15,7.538e-17,,2.028e-16,3.811e-20,1.386e-29,1.000e-16,3.952e-19,3.632e-15,1.020e-15,,,,1.156e-13,1.165e-31,,3.855e-19,5.702e-17,2.676e-19,1.324e-29,,2.552e-7,,2.980e-20,0,,
740.89,2.287e-7,4.944e-16,,,1.052e-15,7.539e-17,,2.028e-16,3.813e-20,1.386e-29,1.000e-16,3.955e-19,3.619e-15,1.020e-15,,,,1.156e-13,1.165e-31,,3.854e-19,5.705e-17,2.677e-19,1.324e-29,,2.287e-7,,2.980e-20,0,,
740.92,1.931e-7,4.945e-16,,,1.052e-15,7.541e-17,,2.027e-16,3.817e-20,1.386e-29,9.997e-17,3.959e-19,3.582e-15,1.021e-15,,,,1.157e-13,1.165e-31,,3.852e-19,5.708e-17,2.678e-19,1.324e-29,,1.931e-7,,2.981e-20,0,,
740.94,1.720e-7,4.946e-16,,,1.052e-15,7.542e-17,,2.027e-16,3.820e-20,1.386e-29,9.995e-17,3.962e-19,3.547e-15,1.021e-15,,,,1.157e-13,1.165e-31,,3.852e-19,5.710e-17,2.679e-19,1.324e-29,,1.720e-7,,2.981e-20,0,,
740.97,1.439e-7,4.947e-16,,,1.052e-15,7.544e-17,,2.027e-16,3.824e-20,1.385e-29,9.992e-17,3.966e-19,3.479e-15,1.022e-15,,,,1.157e-13,1.165e-31,,3.850e-19,5.714e-17,2.680e-19,1.323e-29,,1.439e-7,,2.982e-20,0,,
740.99,1.273e-7,4.948e-16,,,1.051e-15,7.546e-17,,2.026e-16,3.827e-20,1.385e-29,9.990e-17,3.968e-19,3.424e-15,1.023e-15,,,,1.157e-13,1.165e-31,,3.849e-19,5.716e-17,2.681e-19,1.323e-29,,1.273e-7,,2.982e-20,0,,
741.02,1.055e-7,4.949e-16,,,1.051e-15,7.548e-17,,2.026e-16,3.831e-20,1.385e-29,9.987e-17,3.972e-19,3.328e-15,1.023e-15,,,,1.157e-13,1.165e-31,,3.848e-19,5.720e-17,2.683e-19,1.323e-29,,1.055e-7,,2.982e-20,0,,
741.04,9.285e-8,4.949e-16,,,1.051e-15,7.549e-17,,2.026e-16,3.833e-20,1.385e-29,9.985e-17,3.975e-19,3.255e-15,1.024e-15,,,,1.157e-13,1.165e-31,,3.847e-19,5.722e-17,2.683e-19,1.323e-29,,9.285e-8,,2.983e-20,0,,
741.07,7.625e-8,4.950e-16,,,1.051e-15,7.551e-17,,2.025e-16,3.837e-20,1.384e-29,9.982e-17,3.979e-19,3.134e-15,1.024e-15,,,,1.157e-13,1.165e-31,,3.846e-19,5.726e-17,2.685e-19,1.322e-29,,7.625e-8,,2.983e-20,0,,
741.09,6.666e-8,4.951e-16,,,1.050e-15,7.552e-17,,2.025e-16,3.840e-20,1.384e-29,9.980e-17,3.982e-19,3.046e-15,1.025e-15,,,,1.157e-13,1.165e-31,,3.845e-19,5.728e-17,2.685e-19,1.322e-29,,6.666e-8,,2.983e-20,0,,
741.12,5.425e-8,4.952e-16,,,1.050e-15,7.554e-17,,2.025e-16,3.844e-20,1.384e-29,9.977e-17,3.986e-19,2.906e-15,1.026e-15,,,,1.158e-13,1.164e-31,,3.844e-19,5.732e-17,2.687e-19,1.322e-29,,5.425e-8,,2.984e-20,0,,
741.14,4.713e-8,4.953e-16,,,1.050e-15,7.555e-17,,2.024e-16,3.847e-20,1.384e-29,9.974e-17,3.989e-19,2.808e-15,1.026e-15,,,,1.158e-13,1.164e-31,,3.843e-19,5.734e-17,2.687e-19,1.322e-29,,4.713e-8,,2.984e-20,0,,
741.16,4.085e-8,4.954e-16,,,1.050e-15,7.557e-17,,2.024e-16,3.850e-20,1.383e-29,9.972e-17,3.991e-19,2.706e-15,1.027e-15,,,,1.158e-13,1.164e-31,,3.842e-19,5.736e-17,2.688e-19,1.322e-29,,4.085e-8,,2.985e-20,0,,
741.19,3.282e-8,4.955e-16,,,1.049e-15,7.559e-17,,2.024e-16,3.854e-20,1.383e-29,9.969e-17,3.995e-19,2.549e-15,1.027e-15,,,,1.158e-13,1.164e-31,,3.841e-19,5.740e-17,2.689e-19,1.321e-29,,3.282e-8,,2.985e-20,0,,
741.21,2.827e-8,4.955e-16,,,1.049e-15,7.560e-17,,2.024e-16,3.856e-20,1.383e-29,9.967e-17,3.998e-19,2.442e-15,1.028e-15,,,,1.158e-13,1.164e-31,,3.840e-19,5.742e-17,2.690e-19,1.321e-29,,2.827e-8,,2.985e-20,0,,
741.24,2.250e-8,4.956e-16,,,1.049e-15,7.562e-17,,2.023e-16,3.860e-20,1.382e-29,9.964e-17,4.002e-19,2.278e-15,1.028e-15,,,,1.158e-13,1.164e-31,,3.839e-19,5.746e-17,2.691e-19,1.321e-29,,2.250e-8,,2.986e-20,0,,
741.26,1.926e-8,4.957e-16,,,1.049e-15,7.563e-17,,2.023e-16,3.863e-20,1.382e-29,9.962e-17,4.005e-19,2.169e-15,1.029e-15,,,,1.158e-13,1.164e-31,,3.838e-19,5.748e-17,2.692e-19,1.321e-29,,1.926e-8,,2.986e-20,0,,
741.29,1.519e-8,4.958e-16,,,1.049e-15,7.565e-17,,2.023e-16,3.867e-20,1.382e-29,9.959e-17,4.009e-19,2.005e-15,1.030e-15,,,,1.158e-13,1.164e-31,,3.836e-19,5.752e-17,2.693e-19,1.320e-29,,1.519e-8,,2.987e-20,0,,
741.31,1.292e-8,4.959e-16,,,1.048e-15,7.566e-17,,2.022e-16,3.870e-20,1.382e-29,9.957e-17,4.011e-19,1.897e-15,1.030e-15,,,,1.158e-13,1.164e-31,,3.836e-19,5.754e-17,2.694e-19,1.320e-29,,1.292e-8,,2.987e-20,0,,
741.34,1.010e-8,4.960e-16,,,1.048e-15,7.568e-17,,2.022e-16,3.874e-20,1.381e-29,9.954e-17,4.015e-19,1.738e-15,1.031e-15,,,,1.159e-13,1.164e-31,,3.834e-19,5.757e-17,2.695e-19,1.320e-29,,1.010e-8,,2.987e-20,0,,
741.36,8.538e-9,4.960e-16,,,1.048e-15,7.570e-17,,2.022e-16,3.876e-20,1.381e-29,9.952e-17,4.018e-19,1.635e-15,1.031e-15,,,,1.159e-13,1.164e-31,,3.833e-19,5.760e-17,2.696e-19,1.320e-29,,8.538e-9,,2.988e-20,0,,
741.39,6.609e-9,4.961e-16,,,1.048e-15,7.572e-17,,2.021e-16,3.881e-20,1.381e-29,9.949e-17,4.022e-19,1.484e-15,1.032e-15,,,,1.159e-13,1.164e-31,,3.832e-19,5.763e-17,2.697e-19,1.319e-29,,6.609e-9,,2.988e-20,0,,
741.41,5.555e-9,4.962e-16,,,1.047e-15,7.573e-17,,2.021e-16,3.883e-20,1.381e-29,9.947e-17,4.025e-19,1.387e-15,1.032e-15,,,,1.159e-13,1.163e-31,,3.831e-19,5.766e-17,2.698e-19,1.319e-29,,5.555e-9,,2.989e-20,0,,
741.43,4.657e-9,4.963e-16,,,1.047e-15,7.574e-17,,2.021e-16,3.886e-20,1.381e-29,9.945e-17,4.027e-19,1.293e-15,1.033e-15,,,,1.159e-13,1.163e-31,,3.830e-19,5.768e-17,2.699e-19,1.319e-29,,4.657e-9,,2.989e-20,0,,
741.46,3.559e-9,4.964e-16,,,1.047e-15,7.576e-17,,2.021e-16,3.890e-20,1.380e-29,9.942e-17,4.031e-19,1.158e-15,1.033e-15,,,,1.159e-13,1.163e-31,,3.829e-19,5.772e-17,2.700e-19,1.319e-29,,3.559e-9,,2.989e-20,0,,
741.48,2.965e-9,4.965e-16,,,1.047e-15,7.577e-17,,2.020e-16,3.893e-20,1.380e-29,9.940e-17,4.034e-19,1.073e-15,1.034e-15,,,,1.159e-13,1.163e-31,,3.828e-19,5.774e-17,2.701e-19,1.319e-29,,2.965e-9,,2.990e-20,0,,
741.51,2.245e-9,4.966e-16,,,1.046e-15,7.579e-17,,2.020e-16,3.897e-20,1.380e-29,9.937e-17,4.038e-19,9.530e-16,1.035e-15,,,,1.159e-13,1.163e-31,,3.827e-19,5.777e-17,2.702e-19,1.318e-29,,2.245e-9,,2.990e-20,0,,
741.53,1.859e-9,4.966e-16,,,1.046e-15,7.581e-17,,2.020e-16,5.907e-20,1.379e-29,9.935e-17,4.041e-19,8.776e-16,1.035e-15,,,,1.160e-13,1.163e-31,,3.826e-19,5.780e-17,2.703e-19,1.318e-29,,1.859e-9,,2.990e-20,0,,
741.56,1.395e-9,4.967e-16,,,1.046e-15,7.583e-17,,2.019e-16,1.097e-19,1.379e-29,9.932e-17,4.045e-19,7.720e-16,1.036e-15,,,,1.160e-13,1.163e-31,,3.825e-19,5.783e-17,2.704e-19,1.318e-29,,1.395e-9,,2.991e-20,0,,
741.58,1.148e-9,4.968e-16,,,1.046e-15,7.584e-17,,2.019e-16,1.653e-19,1.379e-29,9.930e-17,4.047e-19,7.066e-16,1.036e-15,,,,1.160e-13,1.163e-31,,3.824e-19,5.786e-17,2.705e-19,1.318e-29,,1.148e-9,,2.991e-20,0,,
741.61,8.531e-10,4.969e-16,,,1.045e-15,7.586e-17,,2.019e-16,3.044e-19,1.379e-29,9.927e-17,4.051e-19,6.159e-16,1.037e-15,,,,1.160e-13,1.163e-31,,3.823e-19,5.789e-17,2.706e-19,1.317e-29,,8.531e-10,,2.992e-20,0,,
741.63,6.978e-10,4.970e-16,,,1.045e-15,7.587e-17,,2.018e-16,4.558e-19,1.378e-29,9.925e-17,4.054e-19,5.602e-16,1.037e-15,,,,1.160e-13,1.163e-31,,3.822e-19,5.792e-17,2.707e-19,1.317e-29,,6.978e-10,,2.992e-20,0,,
741.66,5.139e-10,4.971e-16,,,1.045e-15,7.589e-17,,2.018e-16,8.314e-19,1.378e-29,9.922e-17,4.058e-19,4.838e-16,1.038e-15,,,,1.160e-13,1.163e-31,,3.821e-19,5.795e-17,2.708e-19,1.317e-29,,5.139e-10,,2.993e-20,0,,
741.68,4.178e-10,4.971e-16,,,1.045e-15,7.590e-17,,2.018e-16,1.238e-18,1.378e-29,9.920e-17,4.061e-19,4.374e-16,1.038e-15,,,,1.160e-13,1.163e-31,,3.820e-19,5.797e-17,2.709e-19,1.317e-29,,4.178e-10,,2.993e-20,0,,
741.7,3.388e-10,4.972e-16,,,1.044e-15,7.592e-17,,2.018e-16,1.838e-18,1.378e-29,9.918e-17,4.063e-19,3.945e-16,1.039e-15,,,,1.160e-13,1.162e-31,,3.819e-19,5.800e-17,2.710e-19,1.316e-29,,3.388e-10,,2.993e-20,0,,
741.73,2.463e-10,4.973e-16,,,1.044e-15,7.594e-17,,2.017e-16,3.309e-18,1.377e-29,9.915e-17,4.067e-19,3.363e-16,1.040e-15,,,,1.161e-13,1.162e-31,,3.818e-19,5.803e-17,2.711e-19,1.316e-29,,2.463e-10,,2.994e-20,0,,
741.75,1.985e-10,4.974e-16,,,1.044e-15,7.595e-17,,2.017e-16,4.884e-18,1.377e-29,9.912e-17,4.070e-19,3.014e-16,1.040e-15,,,,1.161e-13,1.162e-31,,3.817e-19,5.806e-17,2.712e-19,1.316e-29,,1.985e-10,,2.994e-20,0,,
741.78,1.430e-10,4.975e-16,,,1.044e-15,7.597e-17,,2.017e-16,8.717e-18,1.377e-29,9.909e-17,4.074e-19,2.546e-16,1.041e-15,,,,1.161e-13,1.162e-31,,3.815e-19,5.809e-17,2.713e-19,1.316e-29,,1.430e-10,,2.994e-20,0,,
741.8,1.145e-10,4.976e-16,,,1.043e-15,7.598e-17,,2.016e-16,1.279e-17,1.377e-29,9.907e-17,4.077e-19,2.268e-16,1.041e-15,,,,1.161e-13,1.162e-31,,3.814e-19,5.812e-17,2.714e-19,1.315e-29,,1.145e-10,,2.995e-20,0,,
741.83,8.171e-11,4.977e-16,,,1.043e-15,7.600e-17,,2.016e-16,2.261e-17,1.376e-29,9.904e-17,4.081e-19,1.898e-16,1.042e-15,,,,1.161e-13,1.162e-31,,3.813e-19,5.815e-17,2.715e-19,1.315e-29,,8.171e-11,,2.995e-20,0,,
741.85,6.505e-11,4.977e-16,,,1.043e-15,7.601e-17,,2.016e-16,3.297e-17,1.376e-29,9.902e-17,4.083e-19,1.681e-16,1.042e-15,,,,1.161e-13,1.162e-31,,3.812e-19,5.817e-17,2.716e-19,1.315e-29,,6.505e-11,,2.996e-20,0,,
741.88,4.599e-11,4.978e-16,,,1.043e-15,7.603e-17,,2.015e-16,5.777e-17,1.376e-29,9.899e-17,4.087e-19,1.394e-16,1.043e-15,,,,1.161e-13,1.162e-31,,3.811e-19,5.821e-17,2.717e-19,1.315e-29,,4.599e-11,,2.996e-20,0,,
741.9,3.639e-11,4.979e-16,,,1.042e-15,7.605e-17,,2.015e-16,8.372e-17,1.376e-29,9.897e-17,4.090e-19,1.226e-16,1.043e-15,,,,1.161e-13,1.162e-31,,3.810e-19,5.823e-17,2.718e-19,1.314e-29,,3.639e-11,,2.996e-20,0,,
741.93,2.549e-11,4.980e-16,,,1.042e-15,7.607e-17,,2.015e-16,1.454e-16,1.375e-29,9.894e-17,4.094e-19,1.008e-16,1.044e-15,,,,1.161e-13,1.162e-31,,3.809e-19,5.827e-17,2.719e-19,1.314e-29,,2.549e-11,,2.997e-20,0,,
741.95,2.005e-11,4.981e-16,,,1.042e-15,7.608e-17,,2.015e-16,2.094e-16,1.375e-29,9.892e-17,4.097e-19,8.813e-17,1.045e-15,,,,1.162e-13,1.162e-31,,3.808e-19,5.829e-17,2.720e-19,1.314e-29,,2.005e-11,,2.997e-20,0,,
741.97,1.572e-11,4.981e-16,,,1.042e-15,7.609e-17,,2.014e-16,3.009e-16,1.375e-29,9.890e-17,4.099e-19,7.689e-17,1.045e-15,,,,1.162e-13,1.161e-31,,3.807e-19,5.832e-17,2.721e-19,1.314e-29,,1.572e-11,,2.997e-20,0,,
742,1.087e-11,4.982e-16,,,1.041e-15,7.611e-17,,2.014e-16,5.159e-16,1.375e-29,9.887e-17,4.103e-19,6.236e-17,1.046e-15,,,,1.162e-13,1.161e-31,,3.806e-19,5.835e-17,2.722e-19,1.314e-29,,1.087e-11,,2.998e-20,0,,
