Wavelength (nm),Sum(calc),Mn I (1.1e-1),Mn II (8.9e-1)
717.83,1.089e+1,,1.089e+1
717.86,9.138e+0,,9.138e+0
717.88,8.078e+0,,8.078e+0
717.91,6.649e+0,,6.649e+0
717.93,5.803e+0,,5.803e+0
717.96,4.685e+0,,4.685e+0
717.98,4.035e+0,,4.035e+0
718.01,3.194e+0,,3.194e+0
718.03,2.715e+0,,2.715e+0
718.06,2.107e+0,,2.107e+0
718.08,1.767e+0,,1.767e+0
718.1,1.474e+0,,1.474e+0
718.13,1.112e+0,,1.112e+0
718.15,9.153e-1,,9.153e-1
718.18,6.764e-1,,6.764e-1
718.2,5.490e-1,,5.490e-1
718.23,3.974e-1,,3.974e-1
718.25,3.181e-1,,3.181e-1
718.28,2.255e-1,,2.255e-1
718.3,1.780e-1,,1.780e-1
718.33,1.235e-1,,1.235e-1
718.35,9.613e-2,,9.613e-2
718.38,6.530e-2,,6.530e-2
718.4,5.011e-2,,5.011e-2
718.42,3.822e-2,,3.822e-2
718.45,2.520e-2,,2.520e-2
718.47,1.895e-2,,1.895e-2
718.5,1.222e-2,,1.222e-2
718.52,9.058e-3,,9.058e-3
718.55,5.717e-3,,5.717e-3
718.57,4.176e-3,,4.176e-3
718.6,2.578e-3,,2.578e-3
718.62,1.856e-3,,1.856e-3
718.65,1.121e-3,,1.121e-3
718.67,7.950e-4,,7.950e-4
718.7,4.696e-4,,4.696e-4
718.72,3.282e-4,,3.282e-4
718.74,2.280e-4,,2.280e-4
718.77,1.306e-4,,1.306e-4
718.79,8.936e-5,,8.936e-5
718.82,5.004e-5,,5.004e-5
718.84,3.374e-5,,3.374e-5
718.87,1.847e-5,,1.847e-5
718.89,1.227e-5,,1.227e-5
718.92,6.568e-6,,6.568e-6
718.94,4.298e-6,,4.298e-6
718.97,2.249e-6,,2.249e-6
718.99,1.450e-6,,1.450e-6
719.02,7.417e-7,,7.417e-7
719.04,4.709e-7,,4.709e-7
719.06,2.971e-7,,2.971e-7
719.09,1.473e-7,,1.473e-7
719.11,9.152e-8,,9.152e-8
719.14,4.434e-8,,4.434e-8
719.16,2.714e-8,,2.714e-8
719.19,1.285e-8,,1.285e-8
719.21,7.747e-9,,7.747e-9
719.24,3.585e-9,,3.585e-9
719.26,2.129e-9,,2.129e-9
719.29,9.627e-10,,9.627e-10
719.31,5.629e-10,,5.629e-10
719.34,2.488e-10,,2.488e-10
719.36,1.433e-10,,1.433e-10
719.38,8.200e-11,,8.200e-11
719.41,3.509e-11,,3.509e-11
719.43,1.978e-11,,1.978e-11
719.46,8.272e-12,,8.272e-12
719.48,4.591e-12,,4.591e-12
719.51,1.877e-12,,1.877e-12
719.53,1.026e-12,,1.026e-12
719.56,4.096e-13,,4.096e-13
719.58,2.204e-13,,2.204e-13
719.61,8.603e-14,,8.603e-14
719.63,4.447e-14,,4.447e-14
719.66,1.699e-14,,1.699e-14
719.68,8.872e-15,,8.872e-15
719.7,4.606e-15,,4.606e-15
719.73,1.703e-15,,1.703e-15
719.75,8.703e-16,,8.703e-16
719.83,8.071e-15,,8.071e-15
719.85,1.566e-14,,1.566e-14
719.88,4.186e-14,,4.186e-14
719.9,7.999e-14,,7.999e-14
719.93,2.089e-13,,2.089e-13
719.95,3.931e-13,,3.931e-13
719.98,1.003e-12,,1.003e-12
720,1.859e-12,,1.859e-12
720.02,3.425e-12,,3.425e-12
720.05,8.464e-12,,8.464e-12
720.07,1.535e-11,,1.535e-11
720.1,3.708e-11,,3.708e-11
720.12,6.623e-11,,6.623e-11
720.15,1.563e-10,,1.563e-10
720.17,2.749e-10,,2.749e-10
720.2,6.341e-10,,6.341e-10
720.22,1.098e-9,,1.098e-9
720.25,2.476e-9,,2.476e-9
720.27,4.223e-9,,4.223e-9
720.3,9.302e-9,,9.302e-9
720.32,1.563e-8,,1.563e-8
720.34,2.609e-8,,2.609e-8
720.37,5.564e-8,,5.564e-8
720.39,9.149e-8,,9.149e-8
720.42,1.907e-7,,1.907e-7
720.44,3.088e-7,,3.088e-7
720.47,6.289e-7,,6.289e-7
720.49,1.003e-6,,1.003e-6
720.52,1.996e-6,,1.996e-6
720.54,3.134e-6,,3.134e-6
720.57,6.096e-6,,6.096e-6
720.59,9.427e-6,,9.427e-6
720.62,1.792e-5,,1.792e-5
720.64,2.729e-5,,2.729e-5
720.66,4.130e-5,,4.130e-5
720.69,7.603e-5,,7.603e-5
720.71,1.133e-4,,1.133e-4
720.74,2.038e-4,,2.038e-4
720.76,2.992e-4,,2.992e-4
720.79,5.260e-4,,5.260e-4
720.81,7.603e-4,,7.603e-4
720.84,1.306e-3,,1.306e-3
720.86,1.859e-3,,1.859e-3
720.89,3.122e-3,,3.122e-3
720.91,4.377e-3,,4.377e-3
720.94,7.181e-3,,7.181e-3
720.96,9.914e-3,,9.914e-3
720.98,1.360e-2,,1.360e-2
721.01,2.162e-2,,2.162e-2
721.03,2.921e-2,,2.921e-2
721.06,4.536e-2,,4.536e-2
721.08,6.037e-2,,6.037e-2
721.11,9.163e-2,,9.163e-2
721.13,1.201e-1,,1.201e-1
721.16,1.782e-1,,1.782e-1
721.18,2.300e-1,,2.300e-1
721.21,3.334e-1,,3.334e-1
721.23,4.239e-1,,4.239e-1
721.26,6.007e-1,,6.007e-1
721.28,7.522e-1,,7.522e-1
721.3,9.361e-1,,9.361e-1
721.33,1.285e+0,,1.285e+0
721.35,1.575e+0,,1.575e+0
721.38,2.114e+0,,2.114e+0
721.4,2.552e+0,,2.552e+0
721.43,3.347e+0,,3.347e+0
721.45,3.981e+0,,3.981e+0
721.48,5.106e+0,,5.106e+0
721.5,5.982e+0,,5.982e+0
721.53,7.501e+0,,7.501e+0
721.55,8.658e+0,,8.658e+0
721.58,1.062e+1,,1.062e+1
721.6,1.207e+1,,1.207e+1
721.62,1.365e+1,,1.365e+1
721.65,1.622e+1,,1.622e+1
721.67,1.807e+1,,1.807e+1
721.7,2.101e+1,,2.101e+1
721.72,2.307e+1,,2.307e+1
721.75,2.624e+1,,2.624e+1
721.77,2.840e+1,,2.840e+1
721.8,3.162e+1,,3.162e+1
721.82,3.372e+1,,3.372e+1
721.85,3.676e+1,,3.676e+1
721.87,3.866e+1,,3.866e+1
721.89,4.043e+1,,4.043e+1
721.92,4.279e+1,,4.279e+1
721.94,4.414e+1,,4.414e+1
721.97,4.577e+1,,4.577e+1
721.99,4.658e+1,,4.658e+1
722.02,4.734e+1,,4.734e+1
722.04,4.753e+1,,4.753e+1
722.07,4.737e+1,,4.737e+1
722.09,4.696e+1,,4.696e+1
722.12,4.590e+1,,4.590e+1
722.14,4.493e+1,,4.493e+1
722.17,4.310e+1,,4.310e+1
722.19,4.167e+1,,4.167e+1
722.21,4.009e+1,,4.009e+1
722.24,3.749e+1,,3.749e+1
722.26,3.564e+1,,3.564e+1
722.29,3.274e+1,,3.274e+1
722.31,3.076e+1,,3.076e+1
722.34,2.777e+1,,2.777e+1
722.36,2.579e+1,,2.579e+1
722.39,2.289e+1,,2.289e+1
722.41,2.102e+1,,2.102e+1
722.44,1.833e+1,,1.833e+1
722.46,1.665e+1,,1.665e+1
722.49,1.428e+1,,1.428e+1
722.51,1.281e+1,,1.281e+1
722.53,1.145e+1,,1.145e+1
722.56,9.585e+0,,9.585e+0
722.58,8.466e+0,,8.466e+0
722.61,6.965e+0,,6.965e+0
722.63,6.080e+0,,6.080e+0
722.66,4.914e+0,,4.914e+0
722.68,4.238e+0,,4.238e+0
722.71,3.364e+0,,3.364e+0
722.73,2.866e+0,,2.866e+0
722.76,2.232e+0,,2.232e+0
722.78,1.878e+0,,1.878e+0
722.81,1.435e+0,,1.435e+0
722.83,1.192e+0,,1.192e+0
722.85,9.849e-1,,9.849e-1
722.88,7.323e-1,,7.323e-1
722.9,5.970e-1,,5.970e-1
722.93,4.350e-1,,4.350e-1
722.95,3.499e-1,,3.499e-1
722.98,2.498e-1,,2.498e-1
723,1.981e-1,,1.981e-1
723.03,1.385e-1,,1.385e-1
723.05,1.083e-1,,1.083e-1
723.08,7.415e-2,,7.415e-2
723.1,5.718e-2,,5.718e-2
723.13,3.830e-2,,3.830e-2
723.15,2.911e-2,,2.911e-2
723.17,2.200e-2,,2.200e-2
723.2,1.429e-2,,1.429e-2
723.22,1.064e-2,,1.064e-2
723.25,6.765e-3,,6.765e-3
723.27,4.964e-3,,4.964e-3
723.3,3.086e-3,,3.086e-3
723.32,2.231e-3,,2.231e-3
723.35,1.356e-3,,1.356e-3
723.37,9.662e-4,,9.662e-4
723.4,5.745e-4,,5.745e-4
723.42,4.033e-4,,4.033e-4
723.45,2.348e-4,,2.348e-4
723.47,1.629e-4,,1.629e-4
723.49,1.128e-4,,1.128e-4
723.52,6.561e-5,,6.561e-5
723.54,4.693e-5,,4.693e-5
723.57,3.178e-5,,3.178e-5
723.59,2.823e-5,,2.823e-5
723.62,3.139e-5,,3.139e-5
723.64,3.950e-5,,3.950e-5
723.67,6.325e-5,,6.325e-5
723.69,8.968e-5,,8.968e-5
723.72,1.533e-4,,1.533e-4
723.74,2.189e-4,,2.189e-4
723.77,3.706e-4,,3.706e-4
723.79,5.228e-4,,5.228e-4
723.81,7.334e-4,,7.334e-4
723.84,1.205e-3,,1.205e-3
723.86,1.665e-3,,1.665e-3
723.89,2.675e-3,,2.675e-3
723.91,3.642e-3,,3.642e-3
723.94,5.722e-3,,5.722e-3
723.96,7.675e-3,,7.675e-3
723.99,1.179e-2,,1.179e-2
724.01,1.558e-2,,1.558e-2
724.04,2.341e-2,,2.341e-2
724.06,3.049e-2,,3.049e-2
724.09,4.482e-2,,4.482e-2
724.11,5.752e-2,,5.752e-2
724.13,7.339e-2,,7.339e-2
724.16,1.046e-1,,1.046e-1
724.18,1.316e-1,,1.316e-1
724.21,1.837e-1,,1.837e-1
724.23,2.278e-1,,2.278e-1
724.26,3.113e-1,,3.113e-1
724.28,3.807e-1,,3.807e-1
724.31,5.098e-1,,5.098e-1
724.33,6.151e-1,,6.151e-1
724.36,8.072e-1,,8.072e-1
724.38,9.612e-1,,9.612e-1
724.41,1.237e+0,,1.237e+0
724.43,1.455e+0,,1.455e+0
724.45,1.702e+0,,1.702e+0
724.48,2.135e+0,,2.135e+0
724.5,2.469e+0,,2.469e+0
724.53,3.043e+0,,3.043e+0
724.55,3.479e+0,,3.479e+0
724.58,4.217e+0,,4.217e+0
724.6,4.770e+0,,4.770e+0
724.63,5.693e+0,,5.693e+0
724.65,6.374e+0,,6.374e+0
724.68,7.495e+0,,7.495e+0
724.7,8.311e+0,,8.311e+0
724.73,9.636e+0,,9.636e+0
724.75,1.059e+1,,1.059e+1
724.77,1.159e+1,,1.159e+1
724.8,1.318e+1,,1.318e+1
724.82,1.430e+1,,1.430e+1
724.85,1.606e+1,,1.606e+1
724.87,1.726e+1,,1.726e+1
724.9,1.912e+1,,1.912e+1
724.92,2.037e+1,,2.037e+1
724.95,2.224e+1,,2.224e+1
724.97,2.347e+1,,2.347e+1
725,2.525e+1,,2.525e+1
725.02,2.638e+1,,2.638e+1
725.05,2.795e+1,,2.795e+1
725.07,2.889e+1,,2.889e+1
725.09,2.973e+1,,2.973e+1
725.12,3.077e+1,,3.077e+1
725.14,3.130e+1,,3.130e+1
725.17,3.183e+1,,3.183e+1
725.19,3.200e+1,,3.200e+1
725.22,3.194e+1,,3.194e+1
725.24,3.170e+1,,3.170e+1
725.27,3.105e+1,,3.105e+1
725.29,3.041e+1,,3.041e+1
725.32,2.920e+1,,2.920e+1
725.34,2.822e+1,,2.822e+1
725.37,2.654e+1,,2.654e+1
725.39,2.530e+1,,2.530e+1
725.41,2.398e+1,,2.398e+1
725.44,2.190e+1,,2.190e+1
725.46,2.047e+1,,2.047e+1
725.49,1.830e+1,,1.830e+1
725.51,1.686e+1,,1.686e+1
725.54,1.474e+1,,1.474e+1
725.56,1.338e+1,,1.338e+1
725.59,1.145e+1,,1.145e+1
725.61,1.025e+1,,1.025e+1
725.64,8.576e+0,,8.576e+0
725.66,7.560e+0,,7.560e+0
725.69,6.188e+0,,6.188e+0
725.71,5.376e+0,,5.376e+0
725.73,4.642e+0,,4.642e+0
725.76,3.685e+0,,3.685e+0
725.78,3.137e+0,,3.137e+0
725.81,2.440e+0,,2.440e+0
725.83,2.050e+0,,2.050e+0
725.86,1.568e+0,,1.568e+0
725.88,1.307e+0,,1.307e+0
725.91,9.948e-1,,9.948e-1
725.93,8.334e-1,,8.334e-1
725.96,6.523e-1,,6.523e-1
725.98,5.677e-1,,5.677e-1
726.01,4.889e-1,,4.889e-1
726.03,4.659e-1,,4.659e-1
726.05,4.651e-1,,4.651e-1
726.08,5.044e-1,,5.044e-1
726.1,5.576e-1,,5.576e-1
726.13,6.793e-1,,6.793e-1
726.15,7.898e-1,,7.898e-1
726.18,1.004e+0,,1.004e+0
726.2,1.181e+0,,1.181e+0
726.23,1.504e+0,,1.504e+0
726.25,1.761e+0,,1.761e+0
726.28,2.215e+0,,2.215e+0
726.3,2.565e+0,,2.565e+0
726.33,3.170e+0,,3.170e+0
726.35,3.627e+0,,3.627e+0
726.37,4.130e+0,,4.130e+0
726.4,4.969e+0,,4.969e+0
726.42,5.586e+0,,5.586e+0
726.45,6.594e+0,,6.594e+0
726.47,7.320e+0,,7.320e+0
726.5,8.481e+0,,8.481e+0
726.52,9.298e+0,,9.298e+0
726.55,1.058e+1,,1.058e+1
726.57,1.145e+1,,1.145e+1
726.6,1.279e+1,,1.279e+1
726.62,1.369e+1,,1.369e+1
726.65,1.501e+1,,1.501e+1
726.67,1.587e+1,,1.587e+1
726.69,1.670e+1,,1.670e+1
726.72,1.787e+1,,1.787e+1
726.74,1.858e+1,,1.858e+1
726.77,1.953e+1,,1.953e+1
726.79,2.007e+1,,2.007e+1
726.82,2.072e+1,,2.072e+1
726.84,2.104e+1,,2.104e+1
726.87,2.134e+1,,2.134e+1
726.89,2.142e+1,,2.142e+1
726.92,2.133e+1,,2.133e+1
726.94,2.115e+1,,2.115e+1
726.97,2.069e+1,,2.069e+1
726.99,2.026e+1,,2.026e+1
727.01,1.975e+1,,1.975e+1
727.04,1.883e+1,,1.883e+1
727.06,1.813e+1,,1.813e+1
727.09,1.697e+1,,1.697e+1
727.11,1.615e+1,,1.615e+1
727.14,1.486e+1,,1.486e+1
727.16,1.398e+1,,1.398e+1
727.19,1.265e+1,,1.265e+1
727.21,1.178e+1,,1.178e+1
727.24,1.053e+1,,1.053e+1
727.26,9.744e+0,,9.744e+0
727.29,8.651e+0,,8.651e+0
727.31,7.993e+0,,7.993e+0
727.33,7.400e+0,,7.400e+0
727.36,6.639e+0,,6.639e+0
727.38,6.224e+0,,6.224e+0
727.41,5.746e+0,,5.746e+0
727.43,5.524e+0,,5.524e+0
727.46,5.336e+0,,5.336e+0
727.48,5.305e+0,,5.305e+0
727.51,5.394e+0,,5.394e+0
727.53,5.537e+0,,5.537e+0
727.56,5.867e+0,,5.867e+0
727.58,6.155e+0,,6.155e+0
727.6,6.490e+0,,6.490e+0
727.63,7.066e+0,,7.066e+0
727.65,7.487e+0,,7.487e+0
727.68,8.154e+0,,8.154e+0
727.7,8.610e+0,,8.610e+0
727.73,9.291e+0,,9.291e+0
727.75,9.729e+0,,9.729e+0
727.78,1.034e+1,,1.034e+1
727.8,1.071e+1,,1.071e+1
727.83,1.119e+1,,1.119e+1
727.85,1.145e+1,,1.145e+1
727.88,1.173e+1,,1.173e+1
727.9,1.185e+1,,1.185e+1
727.92,1.190e+1,,1.190e+1
727.95,1.186e+1,,1.186e+1
727.97,1.176e+1,,1.176e+1
728,1.149e+1,,1.149e+1
728.02,1.123e+1,,1.123e+1
728.05,1.075e+1,,1.075e+1
728.07,1.037e+1,,1.037e+1
728.1,9.725e+0,,9.725e+0
728.12,9.254e+0,,9.254e+0
728.15,8.503e+0,,8.503e+0
728.17,7.982e+0,,7.982e+0
728.2,7.185e+0,,7.185e+0
728.22,6.653e+0,,6.653e+0
728.24,6.127e+0,,6.127e+0
728.27,5.359e+0,,5.359e+0
728.29,4.868e+0,,4.868e+0
728.32,4.171e+0,,4.171e+0
728.34,3.737e+0,,3.737e+0
728.37,3.137e+0,,3.137e+0
728.39,2.772e+0,,2.772e+0
728.42,2.279e+0,,2.279e+0
728.44,1.986e+0,,1.986e+0
728.47,1.599e+0,,1.599e+0
728.49,1.374e+0,,1.374e+0
728.52,1.083e+0,,1.083e+0
728.54,9.180e-1,,9.180e-1
728.56,7.736e-1,,7.736e-1
728.59,5.922e-1,,5.922e-1
728.61,4.921e-1,,4.921e-1
728.64,3.688e-1,,3.688e-1
728.66,3.021e-1,,3.021e-1
728.69,2.217e-1,,2.217e-1
728.71,1.790e-1,,1.790e-1
728.74,1.286e-1,,1.286e-1
728.76,1.024e-1,,1.024e-1
728.79,7.195e-2,,7.195e-2
728.81,5.647e-2,,5.647e-2
728.84,3.884e-2,,3.884e-2
728.86,3.005e-2,,3.005e-2
728.88,2.311e-2,,2.311e-2
728.91,1.542e-2,,1.542e-2
728.93,1.169e-2,,1.169e-2
728.96,7.633e-3,,7.633e-3
728.98,5.703e-3,,5.703e-3
729.01,3.643e-3,,3.643e-3
729.03,2.682e-3,,2.682e-3
729.06,1.676e-3,,1.676e-3
729.08,1.216e-3,,1.216e-3
729.11,7.435e-4,,7.435e-4
729.13,5.316e-4,,5.316e-4
729.16,3.179e-4,,3.179e-4
729.18,2.240e-4,,2.240e-4
729.2,1.569e-4,,1.569e-4
729.23,9.094e-5,,9.094e-5
729.25,6.276e-5,,6.276e-5
729.28,3.558e-5,,3.558e-5
729.3,2.420e-5,,2.420e-5
729.33,1.342e-5,,1.342e-5
729.35,8.989e-6,,8.989e-6
729.38,4.875e-6,,4.875e-6
729.4,3.218e-6,,3.218e-6
729.43,1.706e-6,,1.706e-6
729.45,1.110e-6,,1.110e-6
729.48,5.755e-7,,5.755e-7
729.5,3.687e-7,,3.687e-7
729.52,2.348e-7,,2.348e-7
729.55,1.180e-7,,1.180e-7
729.57,7.405e-8,,7.405e-8
729.6,3.639e-8,,3.639e-8
729.62,2.249e-8,,2.249e-8
729.65,1.081e-8,,1.081e-8
729.67,6.582e-9,,6.582e-9
729.7,3.093e-9,,3.093e-9
729.72,1.855e-9,,1.855e-9
729.75,8.523e-10,,8.523e-10
729.77,5.037e-10,,5.037e-10
729.8,2.262e-10,,2.262e-10
729.82,1.317e-10,,1.317e-10
729.84,7.621e-11,,7.621e-11
729.87,3.317e-11,,3.317e-11
729.89,1.891e-11,,1.891e-11
729.92,8.047e-12,,8.047e-12
729.94,4.518e-12,,4.518e-12
729.97,1.880e-12,,1.880e-12
729.99,1.040e-12,,1.040e-12
730.02,4.230e-13,,4.230e-13
730.04,2.305e-13,,2.305e-13
730.07,9.098e-14,,9.098e-14
730.09,4.885e-14,,4.885e-14
730.12,1.900e-14,,1.900e-14
730.14,1.005e-14,,1.005e-14
730.16,5.284e-15,,5.284e-15
730.19,1.991e-15,,1.991e-15
817.59,2.574e-16,,2.574e-16
817.61,4.632e-16,,4.632e-16
817.64,1.108e-15,,1.108e-15
817.66,1.971e-15,,1.971e-15
817.68,3.489e-15,,3.489e-15
817.71,8.144e-15,,8.144e-15
817.73,1.424e-14,,1.424e-14
817.76,3.266e-14,,3.266e-14
817.78,5.645e-14,,5.645e-14
817.81,1.271e-13,,1.271e-13
817.83,2.171e-13,,2.171e-13
817.86,4.803e-13,,4.803e-13
817.88,8.107e-13,,8.107e-13
817.91,1.762e-12,,1.762e-12
817.93,2.938e-12,,2.938e-12
817.96,6.273e-12,,6.273e-12
817.98,1.034e-11,,1.034e-11
818,1.696e-11,,1.696e-11
818.03,3.531e-11,,3.531e-11
818.05,5.723e-11,,5.723e-11
818.08,1.170e-10,,1.170e-10
818.1,1.875e-10,,1.875e-10
818.13,3.766e-10,,3.766e-10
818.15,5.961e-10,,5.961e-10
818.18,1.176e-9,,1.176e-9
818.2,1.840e-9,,1.840e-9
818.23,3.567e-9,,3.567e-9
818.25,5.513e-9,,5.513e-9
818.28,1.050e-8,,1.050e-8
818.3,1.604e-8,,1.604e-8
818.32,2.437e-8,,2.437e-8
818.35,4.527e-8,,4.527e-8
818.37,6.800e-8,,6.800e-8
818.4,1.241e-7,,1.241e-7
818.42,1.841e-7,,1.841e-7
818.45,3.300e-7,,3.300e-7
818.47,4.841e-7,,4.841e-7
818.5,8.523e-7,,8.523e-7
818.52,1.235e-6,,1.235e-6
818.55,2.136e-6,,2.136e-6
818.57,3.060e-6,,3.060e-6
818.6,5.198e-6,,5.198e-6
818.62,7.357e-6,,7.357e-6
818.64,1.036e-5,,1.036e-5
818.67,1.717e-5,,1.717e-5
818.69,2.390e-5,,2.390e-5
818.72,3.890e-5,,3.890e-5
818.74,5.351e-5,,5.351e-5
818.77,8.555e-5,,8.555e-5
818.79,1.163e-4,,1.163e-4
818.82,1.826e-4,,1.826e-4
818.84,2.453e-4,,2.453e-4
818.87,3.784e-4,,3.784e-4
818.89,5.023e-4,,5.023e-4
818.92,7.612e-4,,7.612e-4
818.94,9.984e-4,,9.984e-4
818.96,1.303e-3,,1.303e-3
818.99,1.926e-3,,1.926e-3
819.01,2.485e-3,,2.485e-3
819.04,3.608e-3,,3.608e-3
819.06,4.599e-3,,4.599e-3
819.09,6.559e-3,,6.559e-3
819.11,8.262e-3,,8.262e-3
819.14,1.158e-2,,1.158e-2
819.16,1.441e-2,,1.441e-2
819.19,1.983e-2,,1.983e-2
819.21,2.439e-2,,2.439e-2
819.24,3.297e-2,,3.297e-2
819.26,4.008e-2,,4.008e-2
819.28,4.848e-2,,4.848e-2
819.31,6.392e-2,,6.392e-2
819.33,7.641e-2,,7.641e-2
819.36,9.897e-2,,9.897e-2
819.38,1.169e-1,,1.169e-1
819.41,1.487e-1,,1.487e-1
819.43,1.736e-1,,1.736e-1
819.46,2.170e-1,,2.170e-1
819.48,2.503e-1,,2.503e-1
819.51,3.073e-1,,3.073e-1
819.53,3.503e-1,,3.503e-1
819.56,4.225e-1,,4.225e-1
819.58,4.758e-1,,4.758e-1
819.6,5.334e-1,,5.334e-1
819.63,6.274e-1,,6.274e-1
819.65,6.950e-1,,6.950e-1
819.68,8.031e-1,,8.031e-1
819.7,8.791e-1,,8.791e-1
819.73,9.978e-1,,9.978e-1
819.75,1.079e+0,,1.079e+0
819.78,1.203e+0,,1.203e+0
819.8,1.286e+0,,1.286e+0
819.83,1.409e+0,,1.409e+0
819.85,1.488e+0,,1.488e+0
819.88,1.601e+0,,1.601e+0
819.9,1.671e+0,,1.671e+0
819.92,1.736e+0,,1.736e+0
819.95,1.822e+0,,1.822e+0
819.97,1.870e+0,,1.870e+0
820,1.927e+0,,1.927e+0
820.02,1.955e+0,,1.955e+0
820.05,1.980e+0,,1.980e+0
820.07,1.984e+0,,1.984e+0
820.1,1.974e+0,,1.974e+0
820.12,1.955e+0,,1.955e+0
820.15,1.910e+0,,1.910e+0
820.17,1.870e+0,,1.870e+0
820.2,1.795e+0,,1.795e+0
820.22,1.736e+0,,1.736e+0
820.24,1.671e+0,,1.671e+0
820.27,1.564e+0,,1.564e+0
820.29,1.488e+0,,1.488e+0
820.32,1.368e+0,,1.368e+0
820.34,1.286e+0,,1.286e+0
820.37,1.162e+0,,1.162e+0
820.39,1.079e+0,,1.079e+0
820.42,9.577e-1,,9.577e-1
820.44,8.791e-1,,8.791e-1
820.47,7.662e-1,,7.662e-1
820.49,6.950e-1,,6.950e-1
820.52,5.951e-1,,5.951e-1
820.54,5.334e-1,,5.334e-1
820.56,4.758e-1,,4.758e-1
820.59,3.974e-1,,3.974e-1
820.61,3.503e-1,,3.503e-1
820.64,2.873e-1,,2.873e-1
820.66,2.503e-1,,2.503e-1
820.69,2.017e-1,,2.017e-1
820.71,1.736e-1,,1.736e-1
820.74,1.374e-1,,1.374e-1
820.76,1.169e-1,,1.169e-1
820.79,9.090e-2,,9.090e-2
820.81,7.641e-2,,7.641e-2
820.84,5.837e-2,,5.837e-2
820.86,4.849e-2,,4.849e-2
820.88,4.009e-2,,4.009e-2
820.91,2.987e-2,,2.987e-2
820.93,2.442e-2,,2.442e-2
820.96,1.789e-2,,1.789e-2
820.98,1.446e-2,,1.446e-2
821.01,1.045e-2,,1.045e-2
821.03,8.382e-3,,8.382e-3
821.06,6.019e-3,,6.019e-3
821.08,4.844e-3,,4.844e-3
821.11,3.561e-3,,3.561e-3
821.13,2.970e-3,,2.970e-3
821.16,2.414e-3,,2.414e-3
821.18,2.237e-3,,2.237e-3
821.2,2.201e-3,,2.201e-3
821.23,2.406e-3,,2.406e-3
821.25,2.720e-3,,2.720e-3
821.28,3.486e-3,,3.486e-3
821.3,4.218e-3,,4.218e-3
821.33,5.713e-3,,5.713e-3
821.35,7.024e-3,,7.024e-3
821.38,9.564e-3,,9.564e-3
821.4,1.171e-2,,1.171e-2
821.43,1.577e-2,,1.577e-2
821.45,1.913e-2,,1.913e-2
821.48,2.535e-2,,2.535e-2
821.5,3.041e-2,,3.041e-2
821.52,3.632e-2,,3.632e-2
821.55,4.697e-2,,4.697e-2
821.57,5.543e-2,,5.543e-2
821.6,7.044e-2,,7.044e-2
821.62,8.215e-2,,8.215e-2
821.65,1.026e-1,,1.026e-1
821.67,1.182e-1,,1.182e-1
821.7,1.450e-1,,1.450e-1
821.72,1.651e-1,,1.651e-1
821.75,1.989e-1,,1.989e-1
821.77,2.239e-1,,2.239e-1
821.8,2.651e-1,,2.651e-1
821.82,2.949e-1,,2.949e-1
821.84,3.265e-1,,3.265e-1
821.87,3.770e-1,,3.770e-1
821.89,4.125e-1,,4.125e-1
821.92,4.680e-1,,4.680e-1
821.94,5.060e-1,,5.060e-1
821.97,5.640e-1,,5.640e-1
821.99,6.028e-1,,6.028e-1
822.02,6.602e-1,,6.602e-1
822.04,6.974e-1,,6.974e-1
822.07,7.506e-1,,7.506e-1
822.09,7.837e-1,,7.837e-1
822.12,8.290e-1,,8.290e-1
822.14,8.558e-1,,8.558e-1
822.16,8.794e-1,,8.794e-1
822.19,9.086e-1,,9.086e-1
822.21,9.235e-1,,9.235e-1
822.24,9.388e-1,,9.388e-1
822.26,9.444e-1,,9.444e-1
822.29,9.458e-1,,9.458e-1
822.31,9.423e-1,,9.423e-1
822.34,9.313e-1,,9.313e-1
822.36,9.206e-1,,9.206e-1
822.39,9.005e-1,,9.005e-1
822.41,8.852e-1,,8.852e-1
822.44,8.607e-1,,8.607e-1
822.46,8.443e-1,,8.443e-1
822.48,8.287e-1,,8.287e-1
822.51,8.081e-1,,8.081e-1
822.53,7.972e-1,,7.972e-1
822.56,7.869e-1,,7.869e-1
822.58,7.849e-1,,7.849e-1
822.61,7.907e-1,,7.907e-1
822.63,8.012e-1,,8.012e-1
822.66,8.280e-1,,8.280e-1
822.68,8.536e-1,,8.536e-1
822.71,9.043e-1,,9.043e-1
822.73,9.464e-1,,9.464e-1
822.76,1.022e+0,,1.022e+0
822.78,1.080e+0,,1.080e+0
822.8,1.145e+0,,1.145e+0
822.83,1.252e+0,,1.252e+0
822.85,1.330e+0,,1.330e+0
822.88,1.454e+0,,1.454e+0
822.9,1.541e+0,,1.541e+0
822.93,1.674e+0,,1.674e+0
822.95,1.764e+0,,1.764e+0
822.98,1.898e+0,,1.898e+0
823,1.985e+0,,1.985e+0
823.03,2.108e+0,,2.108e+0
823.05,2.185e+0,,2.185e+0
823.07,2.256e+0,,2.256e+0
823.1,2.350e+0,,2.350e+0
823.12,2.402e+0,,2.402e+0
823.15,2.463e+0,,2.463e+0
823.17,2.492e+0,,2.492e+0
823.2,2.516e+0,,2.516e+0
823.22,2.518e+0,,2.518e+0
823.25,2.502e+0,,2.502e+0
823.27,2.478e+0,,2.478e+0
823.3,2.422e+0,,2.422e+0
823.32,2.373e+0,,2.373e+0
